ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
787-16-1724|3594921755942052|Nicole|Chen|F|8416 Benjamin Meadows|Los Angeles|CA|90025|34.0447|-118.4487|2383912|Engineer, technical sales|1986-05-02|413828586364|adults_2550_female_urban.json
098-90-8331|6011189179421099|Samantha|Rodriguez|F|4021 Bennett Squares Suite 986|Arlington|TX|76014|32.6954|-97.0876|370281|Clinical research associate|1950-08-14|773630846778|adults_50up_female_urban.json
275-01-8203|571375442324|Andrea|Randall|F|432 Lewis Brook|Pleasanton|TX|78064|28.9924|-98.4831|14102|Purchasing manager|1932-10-06|997301414349|adults_50up_female_urban.json
568-36-1070|4530783003157910380|Jennifer|Haynes|F|3661 Day Villages|Aubrey|TX|76227|33.292|-96.9879|22141|Engineer, aeronautical|1993-03-23|806790391119|adults_2550_female_urban.json
065-13-7411|3539146801574943|Ashley|Pennington|F|116 Hood Avenue Suite 761|Saint Paul|MN|55113|45.0139|-93.1571|753116|Lighting technician, broadcasting/film/video|1950-11-03|280513701488|adults_50up_female_urban.json
216-30-0197|4321751752409|Joe|Jones|M|6095 Larson Causeway|Cottage Grove|MN|55016|44.8308|-92.9393|34204|Physiological scientist|1973-04-19|757409044833|adults_50up_male_urban.json
113-21-2471|344460544296255|Joseph|Beck|M|7826 Anderson Valley Apt. 958|West Palm Beach|FL|33411|26.6644|-80.1741|459921|Administrator, sports|1998-07-17|120886651581|adults_2550_male_urban.json
628-44-9258|3504876520347558|Mike|Estrada|M|230 Anthony Squares Apt. 376|North Wilkesboro|NC|28659|36.2017|-81.1286|21134|Chiropractor|2002-04-10|562114946270|young_adults_male_urban.json
122-80-4754|6546679138011480|Rebecca|Wilson|F|92603 Boyd Summit Suite 560|Urbana|IL|61802|40.0746|-88.1691|49989|Retail manager|1985-05-01|941550094072|adults_2550_female_urban.json
511-79-3904|4762825497917104|Michael|Butler|M|30477 Nicole Mews Suite 258|Panama City|FL|32401|30.1606|-85.6494|118090|Financial controller|1953-10-24|722569337467|adults_50up_male_urban.json
677-27-0661|4535525575099|David|Williamson|M|9408 Eric Row|Palmyra|NE|68418|40.705|-96.3999|1070|Broadcast engineer|2000-01-22|334754776312|adults_2550_male_rural.json
240-30-8257|4110915710308|Amanda|Whitaker|F|80764 Mark Summit|Staten Island|NY|10306|40.5682|-74.1184|468730|Senior tax professional/tax inspector|1936-04-15|28499346530|adults_50up_female_urban.json
669-92-1639|4881907760285058|Susan|Franco|F|809 Doris Parkway Suite 223|Sault Sainte Marie|MI|49783|46.4151|-84.2854|19668|Contracting civil engineer|1966-03-25|784221253153|adults_50up_female_urban.json
437-64-6637|6549615405723743|Joshua|Clark|M|08033 Robertson Forks|Lady Lake|FL|32162|28.9471|-81.9971|74047|Financial trader|1938-10-06|811053403982|adults_50up_male_urban.json
193-67-9982|4771379498100|Melody|Allen|F|38486 Ann Crescent|Jamesville|NY|13078|42.983|-76.0766|9866|Conservation officer, historic buildings|1978-05-05|79192584715|adults_2550_female_urban.json
049-05-3579|578743918372|Sarah|Morales|F|5481 Castro Alley|Los Angeles|CA|90062|34.0032|-118.3073|2383912|Archaeologist|1996-07-08|975392678519|adults_2550_female_urban.json
556-14-5875|4299804294562811|Kristina|White|F|43404 Hawkins Freeway Suite 461|Charles City|VA|23030|37.3663|-77.1082|5128|Broadcast journalist|1992-06-05|175500329094|adults_2550_female_urban.json
495-65-9331|377538591912807|Kristin|Ingram|F|03474 Mitchell Ridges Apt. 903|Duncannon|PA|17020|40.4087|-77.0473|9047|Learning mentor|1947-02-04|391084337654|adults_50up_female_urban.json
451-31-8279|4321621597590330247|Christopher|Elliott|M|99927 Craig Neck|Ithaca|NY|14850|42.4028|-76.484|66641|Civil Service administrator|1952-09-07|733537179900|adults_50up_male_urban.json
741-47-6695|060464667314|Samuel|Ryan|M|62204 Hernandez Keys|New Carlisle|OH|45344|39.93|-84.0217|16955|Engineer, electronics|1991-08-28|158840227562|adults_2550_male_urban.json
277-39-1862|3586565743319061|Kristopher|Garcia|M|3806 Bryan Rue|Tampa|FL|33629|27.921|-82.5079|717255|Scientist, biomedical|1989-08-11|486503146957|adults_2550_male_urban.json
024-61-0794|372303743275313|Sara|Rodriguez|F|3714 Mckay Haven|San Antonio|TX|78242|29.3509|-98.6109|1595797|Data processing manager|1994-11-10|27810158236|adults_2550_female_urban.json
345-42-1641|3586547153995267|Dennis|Wyatt|M|66174 Melinda Harbor|Sharon|PA|16146|41.2316|-80.4993|14040|Visual merchandiser|2004-04-07|681453245052|young_adults_male_urban.json
422-38-7282|5512336620179182|Anthony|Garcia|M|351 Mason Park|Plano|TX|75074|33.0277|-96.6777|278067|Patent attorney|1960-09-01|503167730673|adults_50up_male_urban.json
535-17-1319|213104317862061|Robert|Rodriguez|M|8113 Ayers Station|Bassett|VA|24055|36.7534|-80.0055|13674|Psychologist, clinical|1975-12-06|129862421279|adults_2550_male_urban.json
651-76-3180|3549503754768591|Alexis|Campbell|F|2166 David Stravenue Apt. 326|Houston|TX|77065|29.9319|-95.6106|2906700|Solicitor|1946-01-30|930900825929|adults_50up_female_urban.json
875-52-2143|4614131642206919|John|Wilson|M|04079 Perez Islands Apt. 898|Edmonds|WA|98026|47.8353|-122.327|54225|Financial trader|1964-09-09|323010918551|adults_50up_male_urban.json
571-57-6076|573571401732|Ashley|Mosley|F|3041 Graham Underpass|Bronx|NY|10459|40.8247|-73.894|1382480|Conservator, museum/gallery|1957-08-09|668321173474|adults_50up_female_urban.json
301-91-0238|2297412248640935|Leslie|Anderson|F|4320 Harrison Fields|Lancaster|CA|93534|34.6909|-118.1491|182305|Haematologist|1965-05-06|985043079023|adults_50up_female_urban.json
207-70-7330|4175005689667249800|James|Ali|M|9645 Santos Trail|San Francisco|CA|94121|37.7786|-122.4892|805301|Building surveyor|1995-04-04|140900220771|adults_2550_male_urban.json
898-32-8355|3509887034483719|Virginia|Wilson|F|594 Jacob Crossroad Suite 309|Spring Hill|FL|34610|28.4079|-82.5398|115476|Engineer, production|1942-02-08|443396821719|adults_50up_female_urban.json
098-84-4946|30459559408416|Kelly|Smith|F|01312 Brown Flats Suite 431|Doddridge|AR|71834|33.1054|-93.9543|1491|Designer, fashion/clothing|1986-11-26|94843357477|adults_2550_female_rural.json
874-49-8489|6011859091581606|Jeffrey|Perry|M|7348 Diane Coves Suite 670|Danville|KY|40422|37.6465|-84.7747|24280|Horticultural therapist|1976-05-23|280664387478|adults_2550_male_urban.json
688-40-4284|639084857783|Carol|Sullivan|F|16240 Young Lake Suite 065|Glendale|AZ|85301|33.5311|-112.1767|280389|Teacher, music|1957-03-23|186807489744|adults_50up_female_urban.json
525-65-5593|3538683454827211|Caitlyn|Hernandez|F|0039 Blake Spurs Suite 225|Kailua|HI|96734|21.4063|-157.7448|50746|Engineer, chemical|1996-12-26|368440462719|adults_2550_female_urban.json
224-47-4336|379494242258877|Randall|Mack|M|4086 Amber Ports Apt. 515|Miami|FL|33143|25.7022|-80.2978|1737737|Software engineer|1981-05-06|673839025793|adults_2550_male_urban.json
864-49-2439|4831321608279|Isaac|Butler|M|51906 Arthur Oval|Larkspur|CO|80118|39.2011|-104.8546|5308|Risk analyst|1975-02-08|981905655155|adults_50up_male_urban.json
360-58-0504|5570881796419200|Joshua|Wilson|M|0150 Kylie Street|Brooklyn|NY|11226|40.6467|-73.957|2504700|Financial adviser|1959-04-09|783176413676|adults_50up_male_urban.json
009-02-1384|38227289987351|Michael|Vincent|M|4737 Kevin Dale Apt. 273|Kingston|OK|73439|33.9517|-96.712|7400|Electronics engineer|1972-08-07|816853862396|adults_50up_male_urban.json
159-32-9676|4308386142900816478|Jose|Gray|M|5353 Eugene Ford Apt. 429|Dunkirk|MD|20754|38.7408|-76.6427|6951|Investment banker, operational|1995-11-24|92500052368|adults_2550_male_urban.json
612-62-4947|373833908877312|Donna|Lopez|F|042 Franklin Overpass Suite 307|Avon|MA|02322|42.1258|-71.0437|4356|Public relations officer|1965-11-01|58640796185|adults_50up_female_urban.json
716-57-2044|379943838590085|Jason|Davis|M|64520 Matthew Roads Apt. 879|Frankford|DE|19945|38.5177|-75.2006|6862|Scientist, clinical (histocompatibility and immunogenetics)|1962-08-21|54448126086|adults_50up_male_urban.json
122-07-9882|676293922461|Christina|Smith|F|060 Morton Manor|Chicago|IL|60639|41.9202|-87.7535|2680484|Engineer, electronics|1990-01-01|768127340674|adults_2550_female_urban.json
889-92-2274|348094982373429|Karen|Brandt|F|70767 Sims Expressway Suite 848|Orangeburg|SC|29115|33.5025|-80.8593|48149|Research scientist (medical)|1980-11-29|279682240018|adults_2550_female_urban.json
473-03-3620|4224140313453888992|Lauren|Adams|F|337 Reynolds Orchard Suite 767|Lafayette|CA|94549|37.8961|-122.1119|26864|Ecologist|1979-02-26|246810520256|adults_2550_female_urban.json
355-16-0923|30184095256901|Madison|French|F|8614 Bailey Views Apt. 121|Durham|NC|27705|36.0218|-78.9478|256789|Retail manager|1975-03-12|840369989737|adults_50up_female_urban.json
549-43-7198|4427869163361|Samuel|Brooks|M|8337 Ellis Common|Van Nuys|CA|91406|34.2006|-118.4868|166616|Water quality scientist|1995-02-02|833182728556|adults_2550_male_urban.json
110-53-5770|4093087652641|Jacob|Potter|M|15264 Morgan Heights|Pennsauken|NJ|08110|39.9723|-75.0607|19008|Writer|1980-03-04|929860883071|adults_2550_male_urban.json
324-03-2646|3548951504428860|Thomas|Hernandez|M|602 Audrey Coves Apt. 457|Cape Coral|FL|33914|26.5557|-82.0206|156391|English as a foreign language teacher|2004-09-05|111166633529|young_adults_male_urban.json
485-37-0036|213193695870564|Dawn|Fisher|F|680 Katie Viaduct|Haddonfield|NJ|08033|39.8954|-75.0417|16261|Accounting technician|1997-08-15|766851963650|adults_2550_female_urban.json
746-53-4625|348811262887533|Timothy|Fritz|M|977 Mcconnell Squares|Beavercreek|OR|97004|45.2597|-122.4751|4388|Scientific laboratory technician|1971-03-25|282669067915|adults_50up_male_urban.json
123-87-9953|4022996139712116|Janet|Collins|F|114 Freeman Union|Eagle|WI|53119|42.8809|-88.4674|5608|Risk manager|1973-06-24|585383620716|adults_50up_female_urban.json
232-82-2730|6011315140649845|Jordan|Jones|M|4440 Davenport Tunnel|Kent|WA|98042|47.368|-122.1206|147876|Technical sales engineer|1994-07-25|531710710618|adults_2550_male_urban.json
453-57-8303|4201127029442761|Angela|Coleman|F|8156 Hill Station Apt. 374|Dayton|OH|45424|39.8353|-84.1123|479994|Engineer, production|1984-07-20|178248317207|adults_2550_female_urban.json
628-42-1642|3522743261859365|Tabitha|Roberts|F|6618 Andrew Branch Apt. 748|Red Wing|MN|55066|44.5528|-92.5486|18564|Mudlogger|1966-02-11|530928939881|adults_50up_female_urban.json
143-84-6621|30215609071087|Samantha|Aguirre|F|904 Shannon Stravenue Apt. 675|Puyallup|WA|98372|47.2042|-122.2734|129412|Museum/gallery conservator|2006-01-03|904194872177|young_adults_female_urban.json
823-92-3330|6509591489383837|Brenda|Austin|F|76822 James Junction Suite 777|Montclair|CA|91763|34.0733|-117.6987|36375|Trade union research officer|2010-02-15|984245566536|young_adults_female_urban.json
027-19-8720|342581394401075|Alejandro|Smith|M|77090 Maureen Walk Apt. 785|Brooklyn|NY|11235|40.5839|-73.9536|2504700|Artist|1957-04-04|544412319349|adults_50up_male_urban.json
468-69-2825|4120302334807770|Jack|Webb|M|123 Joshua View|Pataskala|OH|43062|40.0009|-82.6687|27644|Primary school teacher|2001-11-15|605262690156|young_adults_male_urban.json
447-59-6439|4295406828304159|Sarah|Olson|F|5838 Eric Oval|Acworth|GA|30102|34.0707|-84.5894|91843|Surveyor, building|1992-09-12|636744729213|adults_2550_female_urban.json
799-33-4049|630469493955|Christopher|Jones|M|80295 Mcpherson Divide Apt. 740|North Olmsted|OH|44070|41.4201|-81.9131|32902|Astronomer|1963-10-17|463751359805|adults_50up_male_urban.json
468-90-8224|3566802424280385|Melissa|Davis|F|700 Robert Bridge Suite 854|Saint Albans|WV|25177|38.3774|-81.8305|24084|Solicitor|1929-09-21|449898704373|adults_50up_female_urban.json
191-85-6486|30270439716237|Robin|Schaefer|F|10138 Danielle Drive Suite 209|Scottsburg|IN|47170|38.6885|-85.7987|14795|Rural practice surveyor|1984-09-06|757717810668|adults_2550_female_urban.json
838-79-6161|30167590368784|Erik|Fields|M|519 Clark Plains|Temple|TX|76502|31.071|-97.3898|72710|Education officer, environmental|1992-08-26|391454251444|adults_2550_male_urban.json
310-27-6629|4869999394400|Nicole|Wolf|F|9205 Levy Center|Saint Johns|MI|48879|43.0059|-84.5719|18075|Early years teacher|1965-11-25|477548509227|adults_50up_female_urban.json
863-35-7816|30354571539951|Sara|Gordon|F|90630 Moore Crossroad|Southern Pines|NC|28387|35.1697|-79.3957|13921|Sub|1987-10-14|889085640238|adults_2550_female_urban.json
389-73-2382|4103545512300650|Barbara|Rodriguez|F|03389 Margaret Expressway|Mount Vernon|NY|10550|40.9079|-73.838|67100|Editor, commissioning|1992-02-22|222561934758|adults_2550_female_urban.json
334-97-3315|4313216293624|Debra|Oliver|F|102 Quinn Valleys|Superior|AZ|85173|33.2887|-111.0985|2872|Health promotion specialist|1939-03-01|84486763189|adults_50up_female_urban.json
257-59-5842|2291827857329486|Kimberly|Cox|F|3812 Marcus Roads Apt. 806|Rossford|OH|43460|41.6049|-83.5638|6289|Hydrogeologist|1967-12-08|56081797533|adults_50up_female_urban.json
706-06-9240|6011310898100638|Scott|Chang|M|044 Matthew Extension Apt. 255|Miami|FL|33186|25.6694|-80.4085|1737737|Marketing executive|1966-01-20|723189787004|adults_50up_male_urban.json
164-37-5058|675958447822|Brett|Walker|M|92024 Christopher Ridges|Port Chester|NY|10573|41.0222|-73.6798|38352|Civil Service fast streamer|1985-07-27|458684668122|adults_2550_male_urban.json
859-90-0467|4049636841519150462|Justin|Page|M|765 Kevin Mills|Tucson|AZ|85742|32.4076|-111.065|865276|Engineer, drilling|1981-07-25|420094714183|adults_2550_male_urban.json
825-78-1333|213153749738977|Jonathan|Hatfield|M|5727 Denise Crossing|Norwalk|CT|06855|41.1014|-73.4011|85422|Industrial buyer|1936-06-12|243052953509|adults_50up_male_urban.json
528-60-7272|3567356128581134|Jonathan|Cain|M|181 Moore Bypass Suite 309|North Aurora|IL|60542|41.8089|-88.3274|17099|Administrator, arts|1945-12-08|634827379780|adults_50up_male_urban.json
468-40-8648|4661265165535|Carl|White|M|345 Sanders Path Suite 772|Carbondale|IL|62901|37.72|-89.2158|34675|Firefighter|1981-10-09|466064495448|adults_2550_male_urban.json
736-52-2313|3545229970128550|Miguel|Arnold|M|619 Hannah Locks|Moultrie|GA|31768|31.1792|-83.7641|34219|Electronics engineer|1952-10-02|254273010220|adults_50up_male_urban.json
612-74-5700|676198982354|Charles|French|M|0193 Garrett Ports|Walterboro|SC|29488|32.9252|-80.7032|22220|Hotel manager|1977-02-22|802041361627|adults_2550_male_urban.json
177-72-5230|3540233607726393|John|Long|M|823 Schultz Underpass Suite 473|Far Rockaway|NY|11691|40.6006|-73.758|71951|Artist|1997-11-25|168598411010|adults_2550_male_urban.json
811-38-2778|4778591224139949|Randy|Watson|M|14043 Aaron Keys Apt. 793|West Lafayette|IN|47906|40.444|-86.9237|66972|International aid/development worker|1954-12-31|974874052786|adults_50up_male_urban.json
114-99-2220|3577854895286224|Robert|Dodson|M|0400 Carpenter Extension|Richmond|MI|48062|42.8389|-82.7996|9373|Educational psychologist|1990-10-13|718959022594|adults_2550_male_urban.json
890-12-7991|30209125965187|Joseph|Oconnor|M|793 Allison Roads|Seaford|DE|19973|38.6404|-75.6041|23838|Engineer, site|1963-06-22|117561162777|adults_50up_male_urban.json
451-72-3221|213162394661954|Cameron|Myers|M|53183 Cain Pike|Los Angeles|CA|90018|34.029|-118.3152|2383912|Water engineer|1985-12-01|279289467108|adults_2550_male_urban.json
399-20-8105|630413220405|Adam|Jones|M|615 Hatfield Mount Apt. 663|Ellwood City|PA|16117|40.8729|-80.2559|17185|Education officer, environmental|1997-02-17|187239171547|adults_2550_male_urban.json
789-62-1889|582606104724|Jason|Rivera|M|33277 Donna Spurs Suite 627|Fort Lauderdale|FL|33325|26.1097|-80.3215|711693|Quality manager|1961-07-13|810804610351|adults_50up_male_urban.json
122-34-8606|30543998146636|Walter|Alvarado|M|630 Hatfield Bypass Suite 969|Plainview|TX|79072|34.1962|-101.7259|28849|Facilities manager|1977-03-25|196455257859|adults_2550_male_urban.json
118-42-4671|2294918598806994|Tonya|Hart|F|60490 Pamela Landing Apt. 307|Hahira|GA|31632|30.9416|-83.3574|10295|Tour manager|1978-02-19|932996863734|adults_2550_female_urban.json
412-82-9443|36855016196698|Kyle|Austin|M|62906 Amanda Villages Suite 736|Arverne|NY|11692|40.5923|-73.7933|18540|Horticultural consultant|1999-07-26|274980603632|adults_2550_male_urban.json
380-66-0919|6531809032374331|Renee|Chavez|F|57326 Nicolas Inlet|Spring|TX|77380|30.1441|-95.4703|316665|Accountant, chartered|1956-02-06|826402519527|adults_50up_female_urban.json
310-93-9731|4216450192270043779|Lori|Hampton|F|474 Diane Mountains|Tulsa|OK|74136|36.0605|-95.9452|413574|Pharmacist, community|2004-08-06|831874489718|young_adults_female_urban.json
406-69-9272|371592952690300|Patrick|Smith|M|445 Eddie Harbors Apt. 439|Broken Arrow|OK|74014|36.0544|-95.7223|117553|Journalist, magazine|1998-04-15|37078841460|adults_2550_male_urban.json
432-09-7875|4592123394188466|Diana|Maldonado|F|01968 Zachary Route|Salem|OR|97306|44.8685|-123.0438|249657|Veterinary surgeon|1994-07-29|81598665634|adults_2550_female_urban.json
748-20-3091|30432233087245|Jesse|Humphrey|M|0617 Kennedy Lane Suite 338|Greeley|CO|80634|40.4109|-104.7541|101464|Surveyor, planning and development|1995-08-16|584281245882|adults_2550_male_urban.json
713-23-8363|4036613698281|Richard|Robertson|M|958 Janet Plaza Apt. 931|Fredericksburg|VA|22407|38.2688|-77.5476|156008|Tour manager|1943-04-28|226373277179|adults_50up_male_urban.json
171-08-6012|676246017625|Jesus|Snyder|M|702 Perez Burgs Apt. 923|Erie|PA|16509|42.0763|-80.0668|187498|Designer, exhibition/display|1985-09-21|119430727700|adults_2550_male_urban.json
198-26-8247|3550949935727764|Daniel|Reilly|M|9603 Larry Manors|Milwaukee|WI|53212|43.0712|-87.9084|817312|Accountant, chartered management|1967-11-23|826669974220|adults_50up_male_urban.json
374-79-4081|180016395425091|Stephanie|Harrison|F|06397 Amanda Passage|Connersville|IN|47331|39.6435|-85.1464|23429|Investment banker, operational|1983-09-11|472508712791|adults_2550_female_urban.json
543-03-2297|676115157320|Greg|Kelly|M|093 Mccall Loaf|Manassas|VA|20109|38.793|-77.5266|137564|Toxicologist|1960-07-23|518149438053|adults_50up_male_urban.json
456-66-6171|348519161629407|Timothy|Gonzalez|M|7488 Brooks Lodge Apt. 136|Aurora|IL|60504|41.7523|-88.2453|206095|Industrial/product designer|2009-10-27|905741163839|young_adults_male_urban.json
385-15-6695|4021748610930043|Julia|Murray|F|061 Nathan Freeway Suite 846|Nancy|KY|42544|37.0631|-84.7192|5843|Scientist, forensic|1979-11-22|795695089185|adults_2550_female_urban.json
793-15-1110|501853511068|Sara|Huang|F|5987 Contreras Well Suite 885|Menomonee Falls|WI|53051|43.1602|-88.1128|35651|Financial adviser|1968-12-10|17105841270|adults_50up_female_urban.json
584-53-2431|3597227084205261|April|Dominguez|F|061 Lauren Station|Mankato|MN|56001|44.1538|-93.996|60662|Tourist information centre manager|1977-06-21|988763556341|adults_2550_female_urban.json
795-56-3295|5558868331663596|Alex|Oliver|M|59244 Moore Avenue Suite 896|Opa Locka|FL|33054|25.9097|-80.247|107314|Rural practice surveyor|1959-11-04|646974781964|adults_50up_male_urban.json
190-64-3468|5579156629349317|Michael|Smith|M|83636 Johnson Islands|Richmond|VA|23231|37.4915|-77.368|536907|Educational psychologist|1970-07-29|700468575716|adults_50up_male_urban.json
169-17-8724|6011784354876263|Cristian|Turner|M|790 Brown Oval|Trenton|NC|28585|35.0745|-77.4595|3942|Counsellor|1958-05-01|536359363702|adults_50up_male_urban.json
032-63-2505|5362287883337408|Brian|Sanchez|M|0322 Everett Meadows Apt. 127|Gaffney|SC|29341|35.0999|-81.7056|40093|Hydrologist|1941-12-17|412385559256|adults_50up_male_urban.json
634-33-7302|4858775346977418|Brandon|Gonzalez|M|153 Tracy Walks Suite 504|Norman|OK|73071|35.233|-97.4067|113857|Copy|1953-10-31|778433359735|adults_50up_male_urban.json
879-53-9626|379009301217505|Brandy|Jackson|F|24201 Estes Mission|Waterbury|CT|06705|41.5503|-72.9963|110372|Investment banker, corporate|1975-09-14|933600657011|adults_2550_female_urban.json
232-53-5634|568898483876|Stephen|Lopez|M|4134 Krause Square Suite 098|Conway|SC|29526|33.8731|-79.0557|61060|Physicist, medical|1994-07-25|245314040797|adults_2550_male_urban.json
864-64-5104|30370240533159|Donna|Sanders|F|364 Jacob Mill Suite 352|Charlotte|NC|28210|35.1316|-80.8577|790689|Teacher, primary school|1967-04-25|243714820411|adults_50up_female_urban.json
345-44-6930|3589424620973276|Wendy|Casey|F|1434 Pam Flats|San Diego|CA|92105|32.7423|-117.0947|1241364|Environmental education officer|1933-01-27|351815258755|adults_50up_female_urban.json
021-11-8972|213160505357363|Samantha|Farmer|F|727 Alexander Plaza Suite 876|Newark|NJ|07105|40.7271|-74.1563|277237|Chartered legal executive (England and Wales)|2001-05-17|167818851948|young_adults_female_urban.json
490-80-4856|4558844049265|Amy|Le|F|4838 Lindsey Corner|Pawhuska|OK|74056|36.6904|-96.3121|5720|Race relations officer|1987-01-03|23296205287|adults_2550_female_urban.json
627-86-9316|3551641317111852|Michael|Haynes|M|6329 Joshua Light|Monmouth|IL|61462|40.9107|-90.6448|11643|Engineer, site|1979-10-06|445160648371|adults_2550_male_urban.json
245-02-5601|378262975987967|Anita|English|F|6214 Rogers Park|Jacksonville|NC|28540|34.7375|-77.4628|91948|Hospital doctor|1993-07-12|676808262602|adults_2550_female_urban.json
814-50-0640|4751420859673983|Sandra|Lopez|F|3146 Jerry Landing Suite 484|Wilmington|CA|90744|33.7855|-118.2645|53815|Financial trader|2000-03-21|615692238833|adults_2550_female_urban.json
862-44-9510|213171236098580|Anna|Goodman|F|49322 Roy Pine|Atwater|CA|95301|37.3489|-120.6028|37073|Accountant, chartered management|2005-11-19|88505737891|young_adults_female_urban.json
318-74-5909|3563822136119989|Scott|Stanley|M|414 Kristin Turnpike|Oak Park|MN|56357|45.7022|-93.8164|1029|Publishing copy|1988-03-18|595853567668|adults_2550_male_rural.json
785-25-9452|3537613679150835|Peter|Lang|M|3107 Combs Summit|Wayland|MI|49348|42.6643|-85.6191|12153|Surveyor, quantity|1943-09-01|368155793152|adults_50up_male_urban.json
645-58-4489|180055858259829|Cindy|Chavez|F|49020 Amy Drive|Muscle Shoals|AL|35661|34.7561|-87.6304|16617|Special educational needs teacher|1978-01-19|659353653920|adults_2550_female_urban.json
087-21-5049|4655116280095674|Emily|Hopkins|F|4313 Gibson Underpass|Tuscumbia|AL|35674|34.6874|-87.6833|18475|Medical technical officer|1998-08-18|376421796717|adults_2550_female_urban.json
222-83-1533|4000820744077622|Caleb|Ramos|M|1747 Ruiz Land Apt. 977|Taft|TN|38488|35.0517|-86.6447|2524|Field trials officer|1991-08-09|177581892480|adults_2550_male_urban.json
157-43-2349|3535133005516411|Thomas|Ramos|M|46880 Donna Ridges|Burtonsville|MD|20866|39.0922|-76.9339|13344|Town planner|1966-08-07|627765656999|adults_50up_male_urban.json
600-04-6486|377107691549313|Stephanie|Campbell|F|405 Stacy Green Apt. 055|Springfield|MA|01118|42.0929|-72.5274|144116|Diplomatic Services operational officer|1976-01-15|380545314744|adults_2550_female_urban.json
699-27-1119|676265172574|Brenda|Lewis|F|949 Sandoval Lodge Suite 240|Pueblo|CO|81001|38.2879|-104.5848|151815|Exercise physiologist|1972-07-04|881646414063|adults_50up_female_urban.json
223-61-5160|213168372052512|Ana|Hernandez|F|910 Ellis Rue|Canton|MI|48188|42.291|-83.465|90173|Hydrogeologist|1995-05-03|927431092102|adults_2550_female_urban.json
455-60-5050|6511977134483518|Traci|Gardner|F|7209 Benjamin Estate|Clearwater|KS|67026|37.5076|-97.5082|4845|Sub|1982-11-18|172591158940|adults_2550_female_urban.json
372-13-6906|4642037225407955710|Jeremy|Walter|M|779 Jeffrey Harbors Apt. 158|Flushing|NY|11354|40.7667|-73.8241|219342|Corporate treasurer|1999-06-18|147298811836|adults_2550_male_urban.json
108-21-2536|3550599131539792|Melinda|Greene|F|8333 Santos Green Suite 256|Hanover|PA|17331|39.7943|-76.9812|50292|Commercial/residential surveyor|1988-10-09|963194244976|adults_2550_female_urban.json
863-50-3650|30113454480737|Andrew|Bullock|M|765 Williams View Apt. 563|Fairview|TN|37062|35.9755|-87.1321|10745|Conservator, museum/gallery|1963-07-29|356267305840|adults_50up_male_urban.json
898-13-1251|180016501837544|Amanda|Washington|F|13036 William Unions|Nashville|TN|37211|36.0725|-86.724|431336|Community education officer|1995-06-11|367745597854|adults_2550_female_urban.json
793-13-2926|3589587959704528|Jasmine|Allison|F|0580 Melissa Streets Suite 283|Saint Louis|MO|63139|38.6108|-90.292|927396|Financial manager|1955-05-11|103460874294|adults_50up_female_urban.json
667-55-0089|3591628500007460|Gabrielle|Gutierrez|F|75009 Sexton Keys|Cannon Ball|ND|58528|46.3874|-100.5975|798|Publishing rights manager|1969-06-07|5829921646|adults_50up_female_rural.json
607-11-6669|180064243675699|Erin|Williams|F|016 Julie Mount Apt. 623|South Shore|KY|41175|38.7148|-82.9366|5591|Prison officer|1943-06-06|396026764405|adults_50up_female_urban.json
580-01-2269|6508386628467083|Maria|Wade|F|6226 Matthew Mission Apt. 651|Ballwin|MO|63021|38.577|-90.5255|92608|Clinical biochemist|1969-07-27|746590288439|adults_50up_female_urban.json
726-79-7508|340344581915312|Richard|Ellis|M|29594 Flores Locks Suite 023|Oshkosh|WI|54904|44.0304|-88.607|80708|Estate agent|1984-08-26|711598947279|adults_2550_male_urban.json
694-43-0330|30557615062554|Jennifer|Schmidt|F|900 Murphy Plaza|Grass Valley|CA|95945|39.2081|-121.0069|44940|Retail merchandiser|1999-07-10|784944556850|adults_2550_female_urban.json
859-75-1244|36262401957703|Michael|Adams|M|7299 Marshall Way|Daleville|AL|36322|31.2811|-85.7305|9072|Fish farm manager|1955-06-17|869531537405|adults_50up_male_urban.json
104-08-6364|4690460093546771|Isaac|Clark|M|50308 Williams Center|Summerville|SC|29483|33.028|-80.1739|111788|Surveyor, rural practice|1947-08-19|684631663407|adults_50up_male_urban.json
572-05-2915|676317884754|Allison|Rhodes|F|16764 Michael Mountain|Fargo|ND|58103|46.8564|-96.8123|107957|Archivist|2000-10-19|655823556722|young_adults_female_urban.json
428-53-7100|180057709291621|Madison|Flores|F|927 Juan Green Suite 293|Pompano Beach|FL|33073|26.2997|-80.181|425636|Designer, multimedia|1979-07-09|474188549850|adults_2550_female_urban.json
793-05-8595|4554320546703870680|Kayla|Meadows|F|764 Johnson Court Suite 639|Smithville|MS|38870|34.0648|-88.39|3122|Nurse, learning disability|1969-06-27|476130083746|adults_50up_female_urban.json
612-27-7119|4742507129362|Mary|Graham|F|27145 Kayla Views Apt. 492|Nipomo|CA|93444|35.0298|-120.4894|19244|Geophysical data processor|1981-05-25|624573445649|adults_2550_female_urban.json
866-02-9627|30007392897921|Cassie|Ramos|F|87417 Raymond River|Charleston|WV|25313|38.4142|-81.7582|116525|Geophysicist/field seismologist|2005-10-14|463907180618|young_adults_female_urban.json
